IId sex Anho Population d_fibra p_vellongras peso_vivo
Merino42225 M 2022 Azangaro 11.68 0 0
Merino42226 F 2022 Azangaro 10.11 4.05 0
Merino42227 M 2022 Azangaro 10.3 1.28 44.93
Merino42228 F 2022 Azangaro 9.39 3.87 0
Merino42229 M 2022 Azangaro 10.05 0 46.41
Merino42230 F 2022 Azangaro 10.82 0.49 45.87
Merino42231 M 2022 Azangaro 10.87 4.14 0
Merino42232 F 2022 Azangaro 11.28 1.5 45.35
Merino42233 M 2022 Azangaro 11.79 0 45.68
Merino42234 F 2022 Azangaro 11.24 3.51 43.41
Merino42235 M 2022 Azangaro 10.98 0 43.24
Merino42236 F 2022 Azangaro 11.17 3.2 43.8
Merino42237 M 2022 Azangaro 10.64 0 45.1
Merino42238 F 2022 Azangaro 11.77 0 45.61
Merino42239 M 2022 Azangaro 12.46 1.73 43.13
Merino42240 F 2022 Azangaro 0 0 45.94
Merino42241 M 2022 Azangaro 12.31 0.95 43.15
Merino42242 F 2022 Azangaro 11.14 2.51 0
Merino42243 M 2022 Azangaro 10.2 0.1 43.97
Merino42244 F 2022 Azangaro 12.86 0 44.52
Merino42245 M 2022 Azangaro 0 2 45.01
Merino42246 F 2022 Azangaro 11.66 3.58 46.05
Merino42247 M 2022 Azangaro 12.02 0 0
Merino42248 F 2022 Azangaro 12.12 0 42.73
Merino42249 M 2022 Azangaro 11.53 0 42.47
Merino42250 F 2022 Azangaro 0 2 43.37
Merino42251 M 2022 Azangaro 11.66 1.66 45.82
Merino42252 F 2022 Azangaro 11.87 0 44.91
Merino42253 M 2022 Azangaro 10.2 0 43.22
Merino42254 F 2022 Azangaro 11.33 0 43.94
Merino42255 M 2022 Azangaro 10.31 0.36 43.02
Merino42256 F 2022 Azangaro 12.17 0.25 45.04
Merino42257 M 2022 Azangaro 10.96 3.03 0
Merino42258 F 2022 Azangaro 10.79 0 44.5
Merino42259 M 2022 Azangaro 9.27 2.23 45.42
Merino42260 F 2022 Azangaro 10.6 0 43.69
Merino42261 M 2022 Azangaro 11.81 3.39 44.47
Merino42262 F 2022 Azangaro 12.21 2.03 43.56
Merino42263 M 2022 Azangaro 11.02 2.3 45.08
Merino42264 F 2022 Azangaro 10.7 2.49 44.91
Merino42265 M 2022 Azangaro 11.46 0 0
Merino42266 F 2022 Azangaro 8.68 1.64 42.44
Merino42267 M 2022 Azangaro 11.23 3.61 46.35
Merino42268 F 2022 Azangaro 0 0 0
Merino42269 M 2022 Azangaro 10.17 0.52 44.15
Merino42270 F 2022 Azangaro 11.88 2.44 45.61
Merino42271 M 2022 Azangaro 11.49 0 42.85
Merino42272 F 2022 Azangaro 10.14 0 43.71
Merino42273 M 2022 Azangaro 10.74 0.68 42.53
Merino42274 F 2022 Azangaro 11.73 0 0
Merino42275 M 2022 Azangaro 11.61 3.53 0
Merino42276 F 2022 Azangaro 12.22 3.56 45.48
Merino42277 M 2022 Azangaro 11.06 2.57 43.56
Merino42278 F 2022 Azangaro 10.65 3.75 44.93
Merino42279 M 2022 Azangaro 11.45 2.57 43.99
Merino42280 F 2022 Azangaro 11.03 4.41 45.17
Merino42281 M 2022 Azangaro 10.85 1.63 45.54
Merino42282 F 2022 Azangaro 9.9 6.55 46.03
Merino42283 M 2022 Azangaro 10.95 0.81 0
Merino42284 F 2022 Azangaro 11.24 1.11 44.47
Merino42285 M 2022 Azangaro 11.77 2.46 45
Merino42286 F 2022 Azangaro 11.5 0 45.75
Merino42287 M 2022 Azangaro 12.61 1.63 44.18
Merino42288 F 2022 Azangaro 9.71 0 0
Merino42289 M 2022 Azangaro 10.78 0.45 45.33
Merino42290 F 2022 Azangaro 10.99 2.85 44.6
Merino42291 M 2022 Azangaro 10.3 2.72 0
Merino42292 F 2022 Azangaro 11.02 0 43.07
Merino42293 M 2022 Azangaro 11.63 0 43.63
Merino42294 F 2022 Azangaro 11.06 3.75 43.77
Merino42295 M 2022 Azangaro 11.92 2.58 0
Merino42296 F 2022 Azangaro 0 3.29 44.04
Merino42297 M 2022 Azangaro 9.68 0.51 0
Merino42298 F 2022 Azangaro 10.86 2.7 44.15
Merino42299 M 2022 Azangaro 10.66 2.98 46.51
Merino42300 F 2022 Azangaro 10.19 4.45 46.87
Merino42301 M 2022 Azangaro 11.88 1.17 43.06
Merino42302 F 2022 Azangaro 0 0.0500000000000003 45.34
Merino42303 M 2022 Azangaro 11.14 3.57 46.21
Merino42304 F 2022 Azangaro 9.99 3.03 45.67
Merino42305 M 2022 Azangaro 11.51 2.8 45.75
Merino42306 F 2022 Azangaro 10.4 0 45.54
Merino42307 M 2022 Azangaro 10.94 0 0
Merino42308 F 2022 Azangaro 12.17 0 0
Merino42309 M 2022 Azangaro 12.63 2.31 44.98
Merino42310 F 2022 Azangaro 12.72 3.53 46.7
Merino42311 M 2022 Azangaro 11.57 1.78 45.41
Merino42312 F 2022 Azangaro 10.39 0 43.24
Merino42313 M 2022 Azangaro 12.63 0.88 43.38
Merino42314 F 2022 Azangaro 11.02 0 0
Merino42315 M 2022 Azangaro 11.24 3.22 44.25
Merino42316 F 2022 Azangaro 11.52 0 0
Merino42317 M 2022 Azangaro 10.68 1.34 0
Merino42318 F 2022 Azangaro 10.55 2.92 0
Merino42319 M 2022 Azangaro 10.99 2.11 45.17
Merino42320 F 2022 Azangaro 12.24 4.43 44.99
Merino42321 M 2022 Azangaro 11.23 1.55 46.74
Merino42322 F 2022 Azangaro 11.44 1.83 44.49
Merino42323 M 2022 Azangaro 11.65 3.56 44.26
Merino42324 F 2022 Azangaro 11.11 0.4 44.27
Merino42325 M 2022 Azangaro 10.58 3.17 44.57
Merino42326 F 2022 Azangaro 10.34 5.53 0
Merino42327 M 2022 Azangaro 10.59 1.29 0
Merino42328 F 2022 Azangaro 10.68 2.1 44.66
Merino42329 M 2022 Azangaro 11.15 3.14 0
Merino42330 F 2022 Azangaro 0 2.39 45.78
Merino42331 M 2022 Azangaro 10.9 0.11 42.49
Merino42332 F 2022 Azangaro 11.82 2.39 41.92
Merino42333 M 2022 Azangaro 9.7 0.13 0
Merino42334 F 2022 Azangaro 11.38 4.12 43.9
Merino42335 M 2022 Azangaro 10.45 0.84 44.87
Merino42336 F 2022 Azangaro 12.14 0.65 44.9
Merino42337 M 2022 Azangaro 12.26 2.4 43.74
Merino42338 F 2022 Azangaro 12.21 4.2 44.69
Merino42339 M 2022 Azangaro 12.9 2.05 43.2
Merino42340 F 2022 Azangaro 10.67 0 44.52
Merino42341 M 2022 Azangaro 10.78 0 43.06
Merino42342 F 2022 Azangaro 11.47 0 44.36
Merino42343 M 2022 Azangaro 11.75 2.94 45.64
Merino42344 F 2022 Azangaro 13.98 0 0
Merino42345 M 2022 Azangaro 11.15 0 46.46
Merino42346 F 2022 Azangaro 0 1.85 0
Merino42347 M 2022 Azangaro 0 2.93 45.18
Merino42348 F 2022 Azangaro 10.93 0 44.88
Merino42349 M 2022 Azangaro 0 1.18 43.74
Merino42350 F 2022 Azangaro 11.25 0.35 0
Merino42351 M 2022 Azangaro 11.23 0 0
Merino42352 F 2022 Azangaro 11.47 0 42.84
Merino42353 M 2022 Azangaro 0 4.86 46.02
Merino42354 F 2022 Azangaro 10.34 2.6 42.97
Merino42355 M 2022 Azangaro 10.6 1 44
Merino42356 F 2022 Azangaro 11.15 3.15 0
Merino42357 M 2022 Azangaro 11.18 0 43.77
Merino42358 F 2022 Azangaro 11 0.0700000000000003 44.61
Merino42359 M 2022 Azangaro 9.8 2.66 44.25
Merino42360 F 2022 Azangaro 12.23 0 43.67
Merino42361 M 2022 Azangaro 12.64 0.93 45.25
Merino42362 F 2022 Azangaro 9.76 1.68 45.25
Merino42363 M 2022 Azangaro 0 2.19 44.37
Merino42364 F 2022 Azangaro 9.7 2.23 44.53
Merino42365 M 2022 Azangaro 11.58 1.29 44.02
Merino42366 F 2022 Azangaro 11.2 0.36 43.29
Merino42367 M 2022 Azangaro 0 0 0
Merino42368 F 2022 Azangaro 11.3 0.72 44.5
Merino42369 M 2022 Azangaro 11.56 1.93 44.79
Merino42370 F 2022 Azangaro 11.92 4.1 46.59
Merino42371 M 2022 Azangaro 11.29 1.8 42.41
Merino42372 F 2022 Azangaro 11.76 1.66 42.68
Merino42373 M 2022 Azangaro 10.84 0 44.58
Merino42374 F 2022 Azangaro 11.55 0.94 0
Merino42375 M 2022 Azangaro 10.79 0 44.43
Merino42376 F 2022 Azangaro 11.49 1.39 43.53
Merino42377 M 2022 Azangaro 11.66 2.38 45.1
Merino42378 F 2022 Azangaro 11.15 0.57 45.44
Merino42379 M 2022 Azangaro 11.73 0 44.42
Merino42380 F 2022 Azangaro 11.58 2.3 44.84
Merino42381 M 2022 Azangaro 11.35 0 43.34
Merino42382 F 2022 Azangaro 9.81 0 42.7
Merino42383 M 2022 Azangaro 10.51 1.88 46.36
Merino42384 F 2022 Azangaro 10.32 1.62 41.6
Merino42385 M 2022 Azangaro 10.55 0.0900000000000003 45.46
Merino42386 F 2022 Azangaro 9.99 0 44.27
Merino42387 M 2022 Azangaro 11.46 2.33 44.31
Merino42388 F 2022 Azangaro 10.12 2.61 43.07
Merino42389 M 2022 Azangaro 11.53 1.73 44.91
Merino42390 F 2022 Azangaro 0 2.45 43.5
Merino42391 M 2022 Azangaro 10.28 0 44.4
Merino42392 F 2022 Azangaro 10.59 0.02 43.6
Merino42393 M 2022 Azangaro 10.16 2.17 0
Merino42394 F 2022 Azangaro 10.2 1.84 44.6
Merino42395 M 2022 Azangaro 11.58 0 45.48
Merino42396 F 2022 Azangaro 11.57 1.79 45.08
Merino42397 M 2022 Azangaro 0 0.2 45.69
Merino42398 F 2022 Azangaro 11.06 1.84 47.29
Merino42399 M 2022 Azangaro 12.05 2.8 44.01
Merino42400 F 2022 Azangaro 11.51 2 44.78
Merino42401 M 2022 Azangaro 11.98 1.79 44.12
Merino42402 F 2022 Azangaro 10.47 0.12 43.38
Merino42403 M 2022 Azangaro 11.11 0 46.12
Merino42404 F 2022 Azangaro 12.86 3.63 45.81
Merino42405 M 2022 Azangaro 11.61 3.09 43.32
Merino42406 F 2022 Azangaro 11.61 1.27 44.4
Merino42407 M 2022 Azangaro 12.2 0 44.89
Merino42408 F 2022 Azangaro 11.88 3.95 44.5
Merino42409 M 2022 Azangaro 14 0.6 44.92
Merino42410 F 2022 Azangaro 12.11 4.5 43.95
Merino42411 M 2022 Azangaro 0 0 0
Merino42412 F 2022 Azangaro 0 1.24 44.17
Merino42413 M 2022 Azangaro 11.54 3.9 43.59
Merino42414 F 2022 Azangaro 13.08 2.4 43.4
Merino42415 M 2022 Azangaro 11.64 0.0900000000000003 43.58
Merino42416 F 2022 Azangaro 11.45 0 41.42
Merino42417 M 2022 Azangaro 11.97 0 0
Merino42418 F 2022 Azangaro 12.71 2.84 44.83
Merino42419 M 2022 Azangaro 13.01 0 43.92
Merino42420 F 2022 Azangaro 0 2.79 42.91
Merino42421 M 2022 Azangaro 11.11 3.61 45.92
Merino42422 F 2022 Azangaro 11.44 3.31 45.44
Merino42423 M 2022 Azangaro 13.27 3.96 45.29
Merino42424 F 2022 Azangaro 0 1.57 0
Merino42425 M 2022 Azangaro 11.72 0.46 44.91
Merino42426 F 2022 Azangaro 12.97 0 0
Merino42427 M 2022 Azangaro 10.4 3.78 0
Merino42428 F 2022 Azangaro 12.58 1.54 45.66
Merino42429 M 2022 Azangaro 0 1.81 46.09
Merino42430 F 2022 Azangaro 0 2.96 0
Merino42431 M 2022 Azangaro 13.03 1.47 45.3
Merino42432 F 2022 Azangaro 10.83 0 44.9
Merino42433 M 2022 Azangaro 0 2.03 0
Merino42434 F 2022 Azangaro 11.7 0 0
Merino42435 M 2022 Azangaro 11.12 5.23 0
Merino42436 F 2022 Azangaro 14.84 1.65 0
Merino42437 M 2022 Azangaro 10.25 0 44.72
Merino42438 F 2022 Azangaro 11.19 2.52 44.5
Merino42439 M 2022 Azangaro 13.02 2.06 44.66
Merino42440 F 2022 Azangaro 11.39 0.0700000000000003 43.59
Merino42441 M 2022 Azangaro 10.7 2.53 44.49
Merino42442 F 2022 Azangaro 11.75 0.38 46.25
Merino42443 M 2022 Azangaro 12.37 3.2 43.85
Merino42444 F 2022 Azangaro 10.94 3.24 0
Merino42445 M 2022 Azangaro 11.2 4.23 45.57
Merino42446 F 2022 Azangaro 11.19 0 0
Merino42447 M 2022 Azangaro 10.58 3.06 0
Merino42448 F 2022 Azangaro 12.34 1.39 45.15
Merino42449 M 2022 Azangaro 0 0.48 44.21
Merino42450 F 2022 Azangaro 9.47 0.71 44.78
Merino42451 M 2022 Azangaro 12.06 0 43.64
Merino42452 F 2022 Azangaro 12.16 2.75 42.64
Merino42453 M 2022 Azangaro 11.16 3.28 43.61
Merino42454 F 2022 Azangaro 12.65 0 44.91
Merino42455 M 2022 Azangaro 11.59 0 45.31
Merino42456 F 2022 Azangaro 11.95 5.05 43.69
Merino42457 M 2022 Azangaro 0 1.85 46.89
Merino42458 F 2022 Azangaro 11.65 0.29 43.84
Merino42459 M 2022 Azangaro 12.44 0 46.02
Merino42460 F 2022 Azangaro 12.88 0.97 46.2
Merino42461 M 2022 Azangaro 12.21 2.18 42.95
Merino42462 F 2022 Azangaro 11.99 2.09 43.84
Merino42463 M 2022 Azangaro 0 1.7 42.84
Merino42464 F 2022 Azangaro 11.8 1.46 0
Merino42465 M 2022 Azangaro 12.49 1.74 0
Merino42466 F 2022 Azangaro 12.21 0 0
Merino42467 M 2022 Azangaro 10.69 1.64 43.66
Merino42468 F 2022 Azangaro 11.69 1.41 42.94
Merino42469 M 2022 Azangaro 11.73 1.27 45.81
Merino42470 F 2022 Azangaro 11.13 1.61 44.88
Merino42471 M 2022 Azangaro 12.71 1.22 45.42
Merino42472 F 2022 Azangaro 12.86 2.44 46.2
Merino42473 M 2022 Azangaro 9.86 2.86 47.04
Merino42474 F 2022 Azangaro 12.74 0.26 45.1
Merino42475 M 2022 Azangaro 12.58 2.06 43.24
Merino42476 F 2022 Azangaro 11.49 3.62 44.58
Merino42477 M 2022 Azangaro 0 0 0
Merino42478 F 2022 Azangaro 11.04 1.73 43.44
Merino42479 M 2022 Azangaro 12.53 2.35 44.56
Merino42480 F 2022 Azangaro 9.07 0 43.86
Merino42481 M 2022 Azangaro 12.77 3.06 0
Merino42482 F 2022 Azangaro 11.45 2.63 45.33
Merino42483 M 2022 Azangaro 11.57 3.02 46.98
Merino42484 F 2022 Azangaro 10.94 2.86 46.18
Merino42485 M 2022 Azangaro 11.8 2.11 42.91
Merino42486 F 2022 Azangaro 10.59 0 45.64
Merino42487 M 2022 Azangaro 10.54 1.45 44.26
Merino42488 F 2022 Azangaro 10.1 2.2 44.18
Merino42489 M 2022 Azangaro 11.25 0 44.65
Merino42490 F 2022 Azangaro 11.42 2.71 44.05
Merino42491 M 2022 Azangaro 12.02 1.15 0
Merino42492 F 2022 Azangaro 0 0 0
Merino42493 M 2022 Azangaro 12.94 0 46.24
Merino42494 F 2022 Azangaro 12.18 3.23 0
Merino42495 M 2022 Azangaro 10.82 0.56 43.66
Merino42496 F 2022 Azangaro 11.81 0.06 44.79
Merino42497 M 2022 Azangaro 11.98 0 43.93
Merino42498 F 2022 Azangaro 10.88 0 0
Merino42499 M 2022 Azangaro 11.42 2.97 45.78
Merino42500 F 2022 Azangaro 10.89 0.69 44.61
Merino42501 M 2022 Azangaro 12.74 0 46.33
Merino42502 F 2022 Azangaro 11.03 2.91 0
Merino42503 M 2022 Azangaro 12.02 2.35 45.24
Merino42504 F 2022 Azangaro 12.81 1.11 44.96
Merino42505 M 2022 Azangaro 10.93 1.76 43.66
Merino42506 F 2022 Azangaro 11.99 0 45.63
Merino42507 M 2022 Azangaro 11.75 0 44.79
Merino42508 F 2022 Azangaro 9.86 0 41.14
Merino42509 M 2022 Azangaro 11.65 1.72 46.85
Merino42510 F 2022 Azangaro 12.71 3.56 43.09
Merino42511 M 2022 Azangaro 12.47 0.24 44.86
Merino42512 F 2022 Azangaro 11.56 1.11 45.38
Merino42513 M 2022 Azangaro 12.11 2.8 44.53
Merino42514 F 2022 Azangaro 11.04 3.8 0
Merino42515 M 2022 Azangaro 10.06 2.49 0
Merino42516 F 2022 Azangaro 0 0 44.73
Merino42517 M 2022 Azangaro 11.33 2.49 47.57
Merino42518 F 2022 Azangaro 11.63 0.22 0
Merino42519 M 2022 Azangaro 10.66 2.77 46.1
Merino42520 F 2022 Azangaro 11.63 3.86 44.74
Merino42521 M 2022 Azangaro 0 3.59 46.19
Merino42522 F 2022 Azangaro 11.55 3.1 44.36
Merino42523 M 2022 Azangaro 13.87 1.36 45.55
Merino42524 F 2022 Azangaro 11.43 0 43.41
Merino42525 M 2022 Azangaro 12.87 0 44.33
Merino42526 F 2022 Azangaro 12.33 3.01 44.74
Merino42527 M 2022 Azangaro 11.48 1.41 45.1
Merino42528 F 2022 Azangaro 11.37 1.49 0
Merino42529 M 2022 Azangaro 13.28 0 44.41
Merino42530 F 2022 Azangaro 11.67 0.44 43.29
Merino42531 M 2022 Azangaro 11.69 1.95 44.15
Merino42532 F 2022 Azangaro 11.62 2.2 45.01
Merino42533 M 2022 Azangaro 12.9 0 45.23
Merino42534 F 2022 Azangaro 11.36 2.96 44.64
Merino42535 M 2022 Azangaro 13.8 3.41 44.17
Merino42536 F 2022 Azangaro 13.82 1.7 42.33
Merino42537 M 2022 Azangaro 9.42 1.68 45.42
Merino42538 F 2022 Azangaro 12.2 2.6 45.62
Merino42539 M 2022 Azangaro 0 0 45.27
Merino42540 F 2022 Azangaro 11.9 3.36 44.91
Merino42541 M 2022 Azangaro 11.14 0 44.22
Merino42542 F 2022 Azangaro 12.05 0.1 44.39
Merino42543 M 2022 Azangaro 12.32 2.53 44.97
Merino42544 F 2022 Azangaro 13.83 5.03 46.42
Merino42545 M 2022 Azangaro 0 3.46 45.43
Merino42546 F 2022 Azangaro 11.62 2.15 43.35
Merino42547 M 2022 Azangaro 12.36 2.09 46.33
Merino42548 F 2022 Azangaro 0 3.76 44.29
Merino42549 M 2022 Azangaro 9.88 0.42 0
Merino42550 F 2022 Azangaro 0 2.37 44.93
Merino42551 M 2022 Azangaro 12.28 0 43.79
Merino42552 F 2022 Azangaro 10.5 0 44.74
Merino42553 M 2022 Azangaro 10.52 0.99 44.66
Merino42554 F 2022 Azangaro 11.29 1.85 43.2
Merino42555 M 2022 Azangaro 12.05 1.15 43.57
Merino42556 F 2022 Azangaro 13.84 3.55 44.92
Merino42557 M 2022 Azangaro 11.75 4.69 43.51
Merino42558 F 2022 Azangaro 13.26 1.99 42.92
Merino42559 M 2022 Azangaro 10.24 2.71 42.88
Merino42560 F 2022 Azangaro 12.57 3.9 45.67
Merino42561 M 2022 Azangaro 11.76 1.69 44.56
Merino42562 F 2022 Azangaro 13.07 3 0
Merino42563 M 2022 Azangaro 0 0.51 0
Merino42564 F 2022 Azangaro 12.2 3.25 45.11
Merino42565 M 2022 Azangaro 10.75 0.98 44.8
Merino42566 F 2022 Azangaro 0 4.4 45.09
Merino42567 M 2022 Azangaro 10.26 1.85 45.05
Merino42568 F 2022 Azangaro 12.04 0.13 45.2
Merino42569 M 2022 Azangaro 13.18 0.68 44.55
Merino42570 F 2022 Azangaro 12.39 0 42.74
Merino42571 M 2022 Azangaro 10.96 1.69 45.75
Merino42572 F 2022 Azangaro 9.9 4.99 45.22
Merino42573 M 2022 Azangaro 10.86 0.58 43.25
Merino42574 F 2022 Azangaro 11.93 4.64 46.01
Merino42575 M 2022 Azangaro 12.5 2.23 45.54
Merino42576 F 2022 Azangaro 12.44 2.99 44.72
Merino42577 M 2022 Azangaro 11.27 0 0
Merino42578 F 2022 Azangaro 12.45 1.34 0
Merino42579 M 2022 Azangaro 11.49 2.32 0
Merino42580 F 2022 Azangaro 11.38 0 43.52
Merino42581 M 2022 Azangaro 13.12 3.13 45.39
Merino42582 F 2022 Azangaro 13.35 2.8 0
Merino42583 M 2022 Azangaro 12.97 1.66 0
Merino42584 F 2022 Azangaro 0 0 45.95
Merino42585 M 2022 Azangaro 11.45 2.79 46.69
Merino42586 F 2022 Azangaro 11.03 4.27 45.42
Merino42587 M 2022 Azangaro 12.37 1.91 43.51
Merino42588 F 2022 Azangaro 11.45 2.29 43.92
Merino42589 M 2022 Azangaro 12.6 4.31 44.94
Merino42590 F 2022 Azangaro 12.39 1.74 46.14
Merino42591 M 2022 Azangaro 11.69 0.91 0
Merino42592 F 2022 Azangaro 12.33 1.65 0
Merino42593 M 2022 Azangaro 12.58 2.83 45.88
Merino42594 F 2022 Azangaro 12.23 1.46 0
Merino42595 M 2022 Azangaro 12.81 1.56 45.54
Merino42596 F 2022 Azangaro 10.31 0.12 0
Merino42597 M 2022 Azangaro 13.37 0 0
Merino42598 F 2022 Azangaro 12.91 0 45.75
Merino42599 M 2022 Azangaro 12.62 3.4 45.37
Merino42600 F 2022 Azangaro 12.91 2.62 44.38
Merino42601 M 2022 Azangaro 13.57 0 0
Merino42602 F 2022 Azangaro 12.32 3.32 45.08
Merino42603 M 2022 Azangaro 11.2 3.49 0
Merino42604 F 2022 Azangaro 11.85 0 43.83
Merino42605 M 2022 Azangaro 12.59 2.58 45.35
Merino42606 F 2022 Azangaro 10.55 2.91 42.12
Merino42607 M 2022 Azangaro 12.67 2.67 0
Merino42608 F 2022 Azangaro 11.9 0 44.66
Merino42609 M 2022 Azangaro 11.63 0.85 0
Merino42610 F 2022 Azangaro 11.59 1.17 44.58
Merino42611 M 2022 Azangaro 12.48 2.6 44.5
Merino42612 F 2022 Azangaro 11.71 0 43.65
Merino42613 M 2022 Azangaro 12.32 3.78 44.42
Merino42614 F 2022 Azangaro 10.78 0 43.51
Merino42615 M 2022 Azangaro 12.88 3.73 46.2
Merino42616 F 2022 Azangaro 0 0.87 47.46
Merino42617 M 2022 Azangaro 10.88 1.97 45.46
Merino42618 F 2022 Azangaro 11.56 2.17 43.81
Merino42619 M 2022 Azangaro 12.18 2.58 0
Merino42620 F 2022 Azangaro 0 4.22 45.69
Merino42621 M 2022 Azangaro 12.02 4.39 43.93
Merino42622 F 2022 Azangaro 10.69 0 44
Merino42623 M 2022 Azangaro 11.86 0.58 44.09
Merino42624 F 2022 Azangaro 12.31 0 0
Merino42625 M 2022 Azangaro 10.82 1.94 44.86
Merino42626 F 2022 Azangaro 12.23 0.77 43.32
Merino42627 M 2022 Azangaro 10.35 2.18 46.41
Merino42628 F 2022 Azangaro 11.17 0 43.87
Merino42629 M 2022 Azangaro 10.41 2.69 46.58
Merino42630 F 2022 Azangaro 12.16 0.0100000000000002 44.56
Merino42631 M 2022 Azangaro 12.33 0.77 0
Merino42632 F 2022 Azangaro 10.79 1.96 0
Merino42633 M 2022 Azangaro 11.93 0 0
Merino42634 F 2022 Azangaro 11.63 3.86 43.39
Merino42635 M 2022 Azangaro 11.46 0 43.38
Merino42636 F 2022 Azangaro 11.53 4.04 43.09
Merino42637 M 2022 Azangaro 11.34 0 44.45
Merino42638 F 2022 Azangaro 13.42 4.02 44.61
Merino42639 M 2022 Azangaro 0 4.33 0
Merino42640 F 2022 Azangaro 11.1 3.53 46.26
Merino42641 M 2022 Azangaro 13.6 2.32 45.97
Merino42642 F 2022 Azangaro 11.92 0 45.17
Merino42643 M 2022 Azangaro 13.24 1.09 43.76
Merino42644 F 2022 Azangaro 11.61 3.05 43.03
Merino42645 M 2022 Azangaro 10.93 0.59 43.35
Merino42646 F 2022 Azangaro 11.93 0.11 44.19
Merino42647 M 2022 Azangaro 12.89 4.11 0
Merino42648 F 2022 Azangaro 12.09 3.59 47.09
Merino42649 M 2022 Azangaro 11.43 2.27 0
Merino42650 F 2022 Azangaro 11.21 0.27 43.88
Merino42651 M 2022 Azangaro 11.72 0.35 42.74
Merino42652 F 2022 Azangaro 0 2.73 43.77
Merino42653 M 2022 Azangaro 11.84 1.39 43.24
Merino42654 F 2022 Azangaro 10.94 1.88 43.13
Merino42655 M 2022 Azangaro 10.62 2.28 44.33
Merino42656 F 2022 Azangaro 11.6 2.02 44.32
Merino42657 M 2022 Azangaro 10.4 1.97 44.56
Merino42658 F 2022 Azangaro 13.23 0 43
Merino42659 M 2022 Azangaro 12.82 1.62 45.29
Merino42660 F 2022 Azangaro 11.56 0 44.75
Merino42661 M 2022 Azangaro 12.29 2.18 45.54
Merino42662 F 2022 Azangaro 11.87 2.4 45.42
Merino42663 M 2022 Azangaro 11.47 0.95 44.27
Merino42664 F 2022 Azangaro 12.7 0.7 41.89
Merino42665 M 2022 Azangaro 0 1.73 0
Merino42666 F 2022 Azangaro 11.24 1.04 44.08
Merino42667 M 2022 Azangaro 11.77 1.86 44.55
Merino42668 F 2022 Azangaro 11.26 2.4 43.83
Merino42669 M 2022 Azangaro 11.89 1.69 0
Merino42670 F 2022 Azangaro 0 2.99 43.8
Merino42671 M 2022 Azangaro 11.5 0 44.31
Merino42672 F 2022 Azangaro 0 0.89 0
Merino42673 M 2022 Azangaro 0 1.36 44.73
Merino42674 F 2022 Azangaro 12.07 0 0
Merino42675 M 2022 Azangaro 10.58 4.41 45.12
Merino42676 F 2022 Azangaro 11.45 1.4 0
Merino42677 M 2022 Azangaro 11.54 7.4 44.27
Merino42678 F 2022 Azangaro 0 5.56 0
Merino42679 M 2022 Azangaro 11.06 0 45.35
Merino42680 F 2022 Azangaro 13.3 0.0500000000000003 43.54
Merino42681 M 2022 Azangaro 10.34 0.83 43
Merino42682 F 2022 Azangaro 12.27 0 45.9
Merino42683 M 2022 Azangaro 11.48 4.42 45.66
Merino42684 F 2022 Azangaro 11.1 1.76 0
Merino42685 M 2022 Azangaro 10.46 0.65 43.44
Merino42686 F 2022 Azangaro 9.38 3.07 44.29
Merino42687 M 2022 Azangaro 0 0 0
Merino42688 F 2022 Azangaro 0 4.15 45.33
Merino42689 M 2022 Azangaro 11.27 6.3 45.31
Merino42690 F 2022 Azangaro 11.49 3.16 47.44
Merino42691 M 2022 Azangaro 11.36 1.33 0
Merino42692 F 2022 Azangaro 11.48 4.03 44.42
Merino42693 M 2022 Azangaro 10.2 0 45.8
Merino42694 F 2022 Azangaro 0 0.76 44.82
Merino42695 M 2022 Azangaro 0 0.55 0
Merino42696 F 2022 Azangaro 10.34 3.39 43.87
Merino42697 M 2022 Azangaro 10.95 2.87 0
Merino42698 F 2022 Azangaro 12.38 3.26 44.24
Merino42699 M 2022 Azangaro 11.66 2.09 0
Merino42700 F 2022 Azangaro 0 0 44.29
Merino42701 M 2022 Azangaro 13.89 1.57 44.44
Merino42702 F 2022 Azangaro 12.29 0.96 0
Merino42703 M 2022 Azangaro 11.31 3.1 46.62
Merino42704 F 2022 Azangaro 13.17 0.35 44.45
Merino42705 M 2022 Azangaro 13.29 2.66 43.77
Merino42706 F 2022 Azangaro 13.07 2.38 44.68
Merino42707 M 2022 Azangaro 12.11 2.7 45.38
Merino42708 F 2022 Azangaro 12.15 3.77 45.63
Merino42709 M 2022 Azangaro 10.75 1.92 43.25
Merino42710 F 2022 Azangaro 11.05 3.13 46.09
Merino42711 M 2022 Azangaro 13.72 0.64 44.62
Merino42712 F 2022 Azangaro 12.09 0 46.6
Merino42713 M 2022 Azangaro 13.43 2.69 0
Merino42714 F 2022 Azangaro 12.46 4.06 44.89
Merino42715 M 2022 Azangaro 12.3 1.84 46.62
Merino42716 F 2022 Azangaro 10.98 3.35 44.99
Merino42717 M 2022 Azangaro 10.65 0 46.16
Merino42718 F 2022 Azangaro 11.79 0.3 0
Merino42719 M 2022 Azangaro 11.64 0 0
Merino42720 F 2022 Azangaro 11.66 3.23 46.43
Merino42721 M 2022 Azangaro 13 0 44.75
Merino42722 F 2022 Azangaro 10.83 0 0
Merino42723 M 2022 Azangaro 11.34 3.05 44.9
Merino42724 F 2022 Azangaro 11.7 3.54 43.9
