IId FId MId
Merino38565 0 Merino35234
Merino38566 Merino35155 Merino35234
Merino38567 Merino35063 Merino35004
Merino38568 Merino35063 Merino35004
Merino38569 Merino35197 Merino35318
Merino38570 0 Merino35318
Merino38571 Merino35353 Merino35188
Merino38572 Merino35353 Merino35188
Merino38573 Merino35251 Merino35120
Merino38574 0 Merino35120
Merino38575 Merino35099 Merino35198
Merino38576 Merino35099 Merino35198
Merino38577 Merino35263 Merino35172
Merino38578 Merino35263 Merino35172
Merino38579 Merino35299 Merino35196
Merino38580 Merino35299 Merino35196
Merino38581 Merino35187 Merino35390
Merino38582 Merino35187 Merino35390
Merino38583 Merino35385 Merino35372
Merino38584 0 Merino35372
Merino38585 Merino35193 Merino35210
Merino38586 Merino35193 Merino35210
Merino38587 Merino34995 Merino35144
Merino38588 Merino34995 Merino35144
Merino38589 Merino35281 Merino35106
Merino38590 Merino35281 Merino35106
Merino38591 Merino38373 Merino36172
Merino38592 Merino38373 Merino36172
Merino38593 Merino38453 Merino36376
Merino38594 Merino38453 Merino36376
Merino38595 0 Merino35948
Merino38596 0 Merino35948
Merino38597 Merino38425 Merino36002
Merino38598 Merino38425 Merino36002
Merino38599 Merino38357 Merino36250
Merino38600 0 Merino36250
Merino38601 0 Merino36118
Merino38602 0 Merino36118
Merino38603 Merino38449 Merino36092
Merino38604 Merino38449 Merino36092
Merino38605 Merino38449 Merino36484
Merino38606 Merino38449 Merino36484
Merino38607 Merino38393 Merino35832
Merino38608 0 Merino35832
Merino38609 Merino38425 Merino35456
Merino38610 Merino38425 Merino35456
Merino38611 Merino38311 Merino35444
Merino38612 Merino38311 Merino35444
Merino38613 0 Merino35544
Merino38614 Merino38467 Merino35544
Merino38615 Merino38503 Merino36366
Merino38616 Merino38503 Merino36366
Merino38617 Merino38467 Merino36542
Merino38618 0 Merino36542
Merino38619 0 Merino35752
Merino38620 Merino38425 Merino35752
Merino38621 Merino38503 Merino36246
Merino38622 Merino38503 Merino36246
Merino38623 Merino38503 0
Merino38624 Merino38503 Merino36434
Merino38625 Merino38467 Merino36040
Merino38626 Merino38467 Merino36040
Merino38627 Merino38297 Merino36572
Merino38628 Merino38297 Merino36572
Merino38629 Merino38487 Merino35998
Merino38630 Merino38487 Merino35998
Merino38631 Merino38569 Merino36354
Merino38632 Merino38569 Merino36354
Merino38633 Merino38293 Merino36142
Merino38634 0 Merino36142
Merino38635 0 Merino35716
Merino38636 0 Merino35716
Merino38637 Merino38209 Merino36368
Merino38638 Merino38209 0
Merino38639 Merino38393 0
Merino38640 0 Merino36094
Merino38641 Merino38503 Merino35842
Merino38642 0 Merino35842
Merino38643 Merino38521 Merino36138
Merino38644 Merino38521 Merino36138
Merino38645 0 Merino35552
Merino38646 Merino38311 Merino35552
Merino38647 0 Merino36384
Merino38648 Merino38503 Merino36384
Merino38649 0 Merino36236
Merino38650 Merino38569 Merino36236
Merino38651 0 Merino36284
Merino38652 Merino38393 Merino36284
Merino38653 Merino38487 Merino36454
Merino38654 Merino38487 Merino36454
Merino38655 Merino38197 Merino35398
Merino38656 Merino38197 Merino35398
Merino38657 Merino38197 Merino36348
Merino38658 Merino38197 Merino36348
Merino38659 Merino38373 Merino36512
Merino38660 Merino38373 Merino36512
Merino38661 Merino38357 Merino36122
Merino38662 Merino38357 Merino36122
Merino38663 Merino38335 Merino35830
Merino38664 Merino38335 Merino35830
Merino38665 Merino38351 Merino36582
Merino38666 Merino38351 Merino36582
Merino38667 Merino38209 Merino36500
Merino38668 Merino38209 Merino36500
Merino38669 0 Merino36190
Merino38670 0 Merino36190
Merino38671 Merino38521 Merino35992
Merino38672 Merino38521 Merino35992
Merino38673 Merino38297 Merino35502
Merino38674 Merino38297 Merino35502
Merino38675 0 Merino35628
Merino38676 Merino38209 Merino35628
Merino38677 Merino38209 Merino36360
Merino38678 Merino38209 Merino36360
Merino38679 Merino38393 Merino36148
Merino38680 Merino38393 Merino36148
Merino38681 Merino38393 Merino35824
Merino38682 Merino38393 Merino35824
Merino38683 0 Merino36204
Merino38684 Merino38467 Merino36204
Merino38685 Merino38357 Merino35868
Merino38686 Merino38357 Merino35868
Merino38687 Merino38575 Merino35758
Merino38688 Merino38575 Merino35758
Merino38689 Merino38461 Merino35622
Merino38690 0 0
Merino38691 0 Merino36196
Merino38692 Merino38293 Merino36196
Merino38693 Merino38335 Merino36312
Merino38694 Merino38335 Merino36312
Merino38695 Merino38351 Merino36344
Merino38696 Merino38351 Merino36344
Merino38697 Merino38335 Merino36262
Merino38698 Merino38335 Merino36262
Merino38699 Merino38487 Merino35400
Merino38700 Merino38487 Merino35400
Merino38701 Merino38467 Merino35782
Merino38702 0 Merino35782
Merino38703 0 Merino36166
Merino38704 Merino38351 Merino36166
Merino38705 Merino38393 Merino35526
Merino38706 0 Merino35526
Merino38707 Merino38453 0
Merino38708 Merino38453 Merino36280
Merino38709 Merino38425 Merino35636
Merino38710 Merino38425 Merino35636
Merino38711 Merino38503 Merino35864
Merino38712 Merino38503 Merino35864
Merino38713 Merino38297 Merino36388
Merino38714 Merino38297 Merino36388
Merino38715 0 Merino35744
Merino38716 Merino38209 Merino35744
Merino38717 Merino38449 Merino35694
Merino38718 Merino38449 Merino35694
Merino38719 0 Merino36362
Merino38720 Merino38453 Merino36362
Merino38721 Merino38197 Merino35540
Merino38722 Merino38197 Merino35540
Merino38723 0 Merino36132
Merino38724 Merino38197 Merino36132
Merino38725 Merino38197 Merino35522
Merino38726 Merino38197 Merino35522
Merino38727 Merino38297 Merino36346
Merino38728 Merino38297 Merino36346
Merino38729 Merino38197 Merino36400
Merino38730 0 Merino36400
Merino38731 Merino38393 Merino35394
Merino38732 0 Merino35394
Merino38733 Merino38425 Merino35596
Merino38734 0 Merino35596
Merino38735 Merino38569 Merino35490
Merino38736 Merino38569 Merino35490
Merino38737 Merino38453 Merino35416
Merino38738 Merino38453 Merino35416
Merino38739 Merino38293 Merino36042
Merino38740 Merino38293 0
Merino38741 Merino38197 Merino36084
Merino38742 Merino38197 Merino36084
Merino38743 0 Merino36452
Merino38744 Merino38373 Merino36452
Merino38745 Merino38575 Merino35944
Merino38746 Merino38575 Merino35944
Merino38747 Merino38503 Merino35550
Merino38748 0 Merino35550
Merino38749 Merino38209 Merino36546
Merino38750 Merino38209 Merino36546
Merino38751 Merino38487 Merino36304
Merino38752 Merino38487 Merino36304
Merino38753 0 Merino35480
Merino38754 Merino38461 Merino35480
Merino38755 Merino38521 Merino36210
Merino38756 Merino38521 Merino36210
Merino38757 0 Merino36208
Merino38758 Merino38487 Merino36208
Merino38759 0 Merino35520
Merino38760 Merino38373 Merino35520
Merino38761 Merino38335 Merino36014
Merino38762 Merino38335 Merino36014
Merino38763 Merino38425 Merino36238
Merino38764 Merino38425 Merino36238
Merino38765 Merino38461 Merino36052
Merino38766 Merino38461 Merino36052
Merino38767 Merino38393 Merino36074
Merino38768 Merino38393 Merino36074
Merino38769 Merino38209 Merino36032
Merino38770 Merino38209 Merino36032
Merino38771 Merino38503 Merino36358
Merino38772 Merino38503 Merino36358
Merino38773 Merino38351 Merino35668
Merino38774 Merino38351 Merino35668
Merino38775 0 Merino36154
Merino38776 Merino38357 Merino36154
Merino38777 0 Merino36030
Merino38778 Merino38487 Merino36030
Merino38779 Merino38521 Merino36322
Merino38780 0 Merino36322
Merino38781 Merino38197 Merino35866
Merino38782 Merino38197 Merino35866
Merino38783 Merino38297 Merino36364
Merino38784 Merino38297 Merino36364
Merino38785 0 Merino35660
Merino38786 Merino38373 Merino35660
Merino38787 Merino38311 Merino36222
Merino38788 Merino38311 Merino36222
Merino38789 0 Merino35848
Merino38790 Merino38335 0
Merino38791 0 Merino36530
Merino38792 Merino38335 Merino36530
Merino38793 0 Merino36528
Merino38794 0 Merino36528
Merino38795 Merino38311 Merino36078
Merino38796 Merino38311 Merino36078
Merino38797 0 Merino36180
Merino38798 Merino38487 Merino36180
Merino38799 0 0
Merino38800 Merino38297 Merino36170
Merino38801 Merino38575 Merino35586
Merino38802 Merino38575 Merino35586
Merino38803 Merino38357 Merino35858
Merino38804 Merino38357 Merino35858
Merino38805 0 Merino36374
Merino38806 Merino38467 Merino36374
Merino38807 Merino38197 Merino36218
Merino38808 Merino38197 Merino36218
Merino38809 0 Merino35818
Merino38810 Merino38449 Merino35818
Merino38811 Merino38467 Merino36202
Merino38812 0 Merino36202
Merino38813 Merino38357 Merino36534
Merino38814 Merino38357 Merino36534
Merino38815 Merino38357 Merino36424
Merino38816 Merino38357 Merino36424
Merino38817 Merino38569 Merino36158
Merino38818 Merino38569 Merino36158
Merino38819 Merino38357 Merino36214
Merino38820 Merino38357 Merino36214
Merino38821 Merino38449 Merino35496
Merino38822 0 Merino35496
Merino38823 Merino38197 Merino36462
Merino38824 Merino38197 Merino36462
Merino38825 Merino38467 Merino36016
Merino38826 Merino38467 Merino36016
Merino38827 Merino38197 Merino35646
Merino38828 Merino38197 Merino35646
Merino38829 Merino38425 Merino35878
Merino38830 Merino38425 Merino35878
Merino38831 0 Merino35536
Merino38832 Merino38449 Merino35536
Merino38833 Merino38467 Merino36230
Merino38834 Merino38467 Merino36230
Merino38835 Merino38461 Merino35528
Merino38836 0 Merino35528
Merino38837 Merino38461 Merino36102
Merino38838 Merino38461 Merino36102
Merino38839 Merino38209 Merino35662
Merino38840 Merino38209 Merino35662
Merino38841 Merino38575 Merino36182
Merino38842 Merino38575 Merino36182
Merino38843 0 Merino36436
Merino38844 Merino38521 Merino36436
Merino38845 Merino38197 Merino35996
Merino38846 Merino38197 Merino35996
Merino38847 Merino38293 Merino36430
Merino38848 Merino38293 Merino36430
Merino38849 Merino38197 0
Merino38850 Merino38197 Merino35682
Merino38851 Merino38209 Merino36282
Merino38852 0 Merino36282
Merino38853 0 Merino35816
Merino38854 Merino38335 Merino35816
Merino38855 Merino38351 Merino35448
Merino38856 0 Merino35448
Merino38857 Merino38461 Merino36264
Merino38858 0 Merino36264
Merino38859 Merino38311 Merino35734
Merino38860 Merino38311 Merino35734
Merino38861 Merino38503 Merino35786
Merino38862 0 Merino35786
Merino38863 Merino38569 Merino36274
Merino38864 Merino38569 Merino36274
Merino38865 Merino38453 0
Merino38866 0 Merino35794
Merino38867 Merino38351 Merino36336
Merino38868 Merino38351 0
Merino38869 Merino38311 Merino36056
Merino38870 0 Merino36056
Merino38871 Merino38425 Merino36556
Merino38872 Merino38425 Merino36556
Merino38873 Merino38351 Merino35478
Merino38874 0 Merino35478
Merino38875 Merino38335 Merino35708
Merino38876 Merino38335 Merino35708
Merino38877 Merino38453 Merino35464
Merino38878 Merino38453 Merino35464
Merino38879 Merino38425 Merino36570
Merino38880 Merino38425 Merino36570
Merino38881 Merino38503 Merino36444
Merino38882 0 Merino36444
Merino38883 Merino38425 Merino36164
Merino38884 Merino38425 Merino36164
Merino38885 Merino38467 Merino36318
Merino38886 Merino38467 Merino36318
Merino38887 Merino38335 Merino36152
Merino38888 Merino38335 Merino36152
Merino38889 0 Merino35404
Merino38890 Merino38467 Merino35404
Merino38891 Merino38575 Merino36316
Merino38892 Merino38575 Merino36316
Merino38893 Merino38197 Merino36248
Merino38894 Merino38197 Merino36248
Merino38895 Merino38453 Merino36112
Merino38896 Merino38453 Merino36112
Merino38897 0 Merino35642
Merino38898 Merino38357 Merino35642
Merino38899 Merino38373 Merino36306
Merino38900 Merino38373 Merino36306
Merino38901 Merino38311 Merino36404
Merino38902 Merino38311 Merino36404
Merino38903 0 Merino36226
Merino38904 0 Merino36226
Merino38905 Merino38393 Merino36446
Merino38906 0 Merino36446
Merino38907 Merino38461 Merino36478
Merino38908 0 Merino36478
Merino38909 0 Merino35954
Merino38910 Merino38351 Merino35954
Merino38911 0 Merino35598
Merino38912 0 Merino35598
Merino38913 Merino38373 Merino35820
Merino38914 Merino38373 Merino35820
Merino38915 Merino38293 Merino36012
Merino38916 Merino38293 Merino36012
Merino38917 Merino38351 Merino36194
Merino38918 0 Merino36194
Merino38919 Merino38293 Merino36520
Merino38920 Merino38293 Merino36520
Merino38921 0 Merino36010
Merino38922 Merino38449 Merino36010
Merino38923 Merino38575 Merino35640
Merino38924 Merino38575 Merino35640
Merino38925 Merino38467 Merino35632
Merino38926 Merino38467 Merino35632
Merino38927 Merino38569 Merino36038
Merino38928 Merino38569 Merino36038
Merino38929 0 Merino36502
Merino38930 0 Merino36502
Merino38931 Merino38503 Merino36000
Merino38932 Merino38503 Merino36000
Merino38933 Merino38569 Merino35810
Merino38934 Merino38569 Merino35810
Merino38935 Merino38425 Merino36562
Merino38936 Merino38425 Merino36562
Merino38937 Merino38453 Merino36524
Merino38938 Merino38453 Merino36524
Merino38939 Merino38373 Merino35454
Merino38940 Merino38373 Merino35454
Merino38941 0 0
Merino38942 Merino38425 Merino36428
Merino38943 0 Merino35546
Merino38944 Merino38197 Merino35546
Merino38945 Merino38487 Merino35392
Merino38946 Merino38487 Merino35392
Merino38947 Merino38575 Merino36308
Merino38948 Merino38575 Merino36308
Merino38949 Merino38467 Merino36438
Merino38950 Merino38467 Merino36438
Merino38951 Merino38449 Merino36398
Merino38952 0 Merino36398
Merino38953 Merino38393 Merino35780
Merino38954 0 Merino35780
Merino38955 Merino38373 Merino35514
Merino38956 Merino38373 Merino35514
Merino38957 Merino38467 Merino36090
Merino38958 Merino38467 Merino36090
Merino38959 Merino38503 Merino35396
Merino38960 Merino38503 Merino35396
Merino38961 Merino38209 Merino36082
Merino38962 Merino38209 Merino36082
Merino38963 Merino38569 Merino36176
Merino38964 Merino38569 Merino36176
Merino38965 Merino38569 Merino35664
Merino38966 0 Merino35664
Merino38967 0 Merino36328
Merino38968 Merino38425 Merino36328
Merino38969 Merino38297 Merino35972
Merino38970 Merino38297 Merino35972
Merino38971 Merino38209 Merino36134
Merino38972 Merino38209 Merino36134
Merino38973 0 Merino36096
Merino38974 0 Merino36096
Merino38975 Merino38453 Merino35962
Merino38976 Merino38453 Merino35962
Merino38977 Merino38197 Merino36070
Merino38978 Merino38197 Merino36070
Merino38979 Merino38569 Merino36402
Merino38980 Merino38569 Merino36402
Merino38981 Merino38425 Merino35572
Merino38982 Merino38425 Merino35572
Merino38983 Merino38357 Merino36050
Merino38984 Merino38357 Merino36050
Merino38985 Merino38453 Merino36018
Merino38986 Merino38453 Merino36018
Merino38987 Merino38293 Merino36058
Merino38988 Merino38293 Merino36058
Merino38989 Merino38357 Merino36408
Merino38990 Merino38357 Merino36408
Merino38991 Merino38453 Merino35474
Merino38992 Merino38453 Merino35474
Merino38993 Merino38293 Merino35420
Merino38994 Merino38293 Merino35420
Merino38995 0 Merino35974
Merino38996 Merino38503 Merino35974
Merino38997 Merino38487 Merino36298
Merino38998 Merino38487 Merino36298
Merino38999 Merino38461 Merino36186
Merino39000 Merino38461 Merino36186
Merino39001 Merino38425 Merino35488
Merino39002 Merino38425 Merino35488
Merino39003 Merino38575 Merino36552
Merino39004 Merino38575 Merino36552
Merino39005 Merino38393 Merino35410
Merino39006 Merino38393 0
Merino39007 Merino38209 Merino35742
Merino39008 Merino38209 Merino35742
Merino39009 Merino38357 0
Merino39010 Merino38357 Merino36426
Merino39011 Merino38425 Merino36026
Merino39012 Merino38425 Merino36026
Merino39013 Merino38503 Merino36390
Merino39014 Merino38503 Merino36390
Merino39015 Merino38293 Merino36410
Merino39016 Merino38293 Merino36410
Merino39017 Merino38461 Merino36516
Merino39018 Merino38461 Merino36516
Merino39019 Merino38197 Merino35978
Merino39020 Merino38197 Merino35978
Merino39021 Merino38487 Merino36590
Merino39022 Merino38487 Merino36590
Merino39023 Merino38569 Merino36332
Merino39024 0 Merino36332
Merino39025 Merino38351 Merino36480
Merino39026 0 Merino36480
Merino39027 Merino38351 Merino35610
Merino39028 Merino38351 Merino35610
Merino39029 0 Merino35578
Merino39030 Merino38461 Merino35578
Merino39031 Merino38503 Merino35740
Merino39032 0 Merino35740
Merino39033 0 0
Merino39034 Merino38209 Merino35426
Merino39035 0 Merino36290
Merino39036 Merino38209 Merino36290
Merino39037 Merino38575 Merino36476
Merino39038 Merino38575 Merino36476
Merino39039 Merino38461 Merino35440
Merino39040 Merino38461 Merino35440
Merino39041 Merino38569 Merino35920
Merino39042 Merino38569 Merino35920
Merino39043 Merino38373 Merino36100
Merino39044 Merino38373 Merino36100
Merino39045 0 Merino36568
Merino39046 Merino38393 Merino36568
Merino39047 Merino38467 Merino35938
Merino39048 Merino38467 Merino35938
Merino39049 Merino38461 Merino35504
Merino39050 0 Merino35504
Merino39051 Merino38569 Merino36356
Merino39052 Merino38569 Merino36356
Merino39053 0 Merino36492
Merino39054 Merino38461 Merino36492
Merino39055 Merino38487 Merino35674
Merino39056 0 Merino35674
Merino39057 0 Merino35446
Merino39058 Merino38575 Merino35446
Merino39059 Merino38393 Merino35946
Merino39060 Merino38393 Merino35946
Merino39061 Merino38467 Merino36232
Merino39062 0 Merino36232
Merino39063 Merino38521 Merino36278
Merino39064 0 Merino36278
Merino39065 Merino38575 Merino36496
Merino39066 Merino38575 Merino36496
Merino39067 Merino38209 Merino35726
Merino39068 Merino38209 Merino35726
Merino39069 Merino38449 Merino35834
Merino39070 Merino38449 Merino35834
Merino39071 Merino38569 Merino36064
Merino39072 Merino38569 Merino36064
Merino39073 Merino38453 Merino35870
Merino39074 Merino38453 Merino35870
Merino39075 Merino38393 Merino36160
Merino39076 0 Merino36160
Merino39077 Merino38487 Merino35590
Merino39078 Merino38487 0
Merino39079 Merino38373 Merino36396
Merino39080 0 Merino36396
Merino39081 0 Merino35458
Merino39082 Merino38197 Merino35458
Merino39083 Merino38311 Merino36254
Merino39084 Merino38311 Merino36254
Merino39085 Merino38569 Merino35900
Merino39086 Merino38569 Merino35900
Merino39087 0 0
Merino39088 Merino38461 Merino35800
Merino39089 Merino38569 Merino36314
Merino39090 0 Merino36314
Merino39091 Merino38357 Merino36212
Merino39092 Merino38357 Merino36212
Merino39093 Merino38425 Merino35542
Merino39094 Merino38425 Merino35542
Merino39095 Merino38293 Merino35936
Merino39096 Merino38293 Merino35936
Merino39097 Merino38297 Merino36586
Merino39098 0 Merino36586
Merino39099 0 Merino36140
Merino39100 Merino38425 Merino36140
Merino39101 0 Merino36188
Merino39102 Merino38293 Merino36188
Merino39103 0 0
Merino39104 Merino38521 0
Merino39105 Merino38297 Merino35486
Merino39106 0 Merino35486
Merino39107 Merino38449 Merino35470
Merino39108 0 Merino35470
Merino39109 Merino38293 0
Merino39110 Merino38293 Merino35852
Merino39111 Merino38357 Merino36418
Merino39112 Merino38357 Merino36418
Merino39113 0 Merino36382
Merino39114 Merino38293 Merino36382
Merino39115 Merino38197 Merino35696
Merino39116 Merino38197 Merino35696
Merino39117 Merino38209 Merino36192
Merino39118 0 Merino36192
Merino39119 Merino38373 Merino36386
Merino39120 Merino38373 Merino36386
Merino39121 Merino38357 Merino35990
Merino39122 Merino38357 Merino35990
Merino39123 Merino38461 Merino36200
Merino39124 0 Merino36200
Merino39125 Merino38311 Merino36006
Merino39126 Merino38311 Merino36006
Merino39127 Merino38351 0
Merino39128 Merino38351 Merino35676
Merino39129 Merino38351 Merino35956
Merino39130 Merino38351 Merino35956
Merino39131 Merino38449 Merino36536
Merino39132 Merino38449 Merino36536
Merino39133 Merino38453 Merino35960
Merino39134 Merino38453 Merino35960
Merino39135 Merino38575 Merino35424
Merino39136 Merino38575 Merino35424
Merino39137 Merino38461 Merino36406
Merino39138 Merino38461 Merino36406
Merino39139 Merino38311 Merino35710
Merino39140 0 Merino35710
Merino39141 Merino38449 Merino35618
Merino39142 Merino38449 Merino35618
Merino39143 Merino38487 Merino35952
Merino39144 Merino38487 Merino35952
Merino39145 Merino38521 Merino36548
Merino39146 Merino38521 Merino36548
Merino39147 Merino38357 Merino36086
Merino39148 Merino38357 Merino36086
Merino39149 Merino38453 Merino35746
Merino39150 Merino38453 Merino35746
Merino39151 Merino38521 Merino35828
Merino39152 Merino38521 Merino35828
Merino39153 Merino38449 Merino35600
Merino39154 Merino38449 Merino35600
Merino39155 Merino38453 Merino35724
Merino39156 Merino38453 0
Merino39157 0 Merino35604
Merino39158 Merino38297 Merino35604
Merino39159 0 Merino35406
Merino39160 0 Merino35406
Merino39161 Merino38449 Merino36320
Merino39162 Merino38449 Merino36320
Merino39163 Merino38503 Merino36244
Merino39164 Merino38503 Merino36244
Merino39165 Merino38487 Merino36104
Merino39166 0 0
Merino39167 Merino38373 Merino36116
Merino39168 Merino38373 Merino36116
Merino39169 0 Merino35836
Merino39170 Merino38197 Merino35836
Merino39171 Merino38569 Merino35570
Merino39172 Merino38569 Merino35570
Merino39173 Merino38575 Merino35634
Merino39174 Merino38575 Merino35634
Merino39175 0 Merino35690
Merino39176 0 Merino35690
Merino39177 0 Merino36020
Merino39178 0 Merino36020
Merino39179 Merino38449 Merino35884
Merino39180 Merino38449 Merino35884
Merino39181 Merino38461 0
Merino39182 Merino38461 Merino36350
Merino39183 Merino38467 Merino35650
Merino39184 Merino38467 Merino35650
Merino39185 Merino38311 Merino35964
Merino39186 Merino38311 Merino35964
Merino39187 Merino38425 Merino36080
Merino39188 Merino38425 Merino36080
Merino39189 Merino38467 Merino35616
Merino39190 Merino38467 Merino35616
Merino39191 Merino38425 Merino36172
Merino39192 Merino38425 Merino36172
Merino39193 Merino38293 Merino36376
Merino39194 0 Merino36376
Merino39195 Merino38357 Merino35948
Merino39196 Merino38357 Merino35948
Merino39197 0 Merino36002
Merino39198 Merino38311 Merino36002
Merino39199 Merino38521 Merino36250
Merino39200 Merino38521 Merino36250
Merino39201 Merino38461 Merino36118
Merino39202 Merino38461 Merino36118
Merino39203 Merino38425 Merino36092
Merino39204 Merino38425 Merino36092
Merino39205 Merino38461 Merino36484
Merino39206 Merino38461 Merino36484
Merino39207 0 Merino35832
Merino39208 0 Merino35832
Merino39209 0 Merino35456
Merino39210 Merino38569 Merino35456
Merino39211 Merino38521 Merino35444
Merino39212 0 Merino35444
Merino39213 Merino38425 Merino35544
Merino39214 Merino38425 Merino35544
Merino39215 Merino38487 Merino36366
Merino39216 0 Merino36366
Merino39217 Merino38357 Merino36542
Merino39218 Merino38357 Merino36542
Merino39219 Merino38503 Merino35752
Merino39220 Merino38503 Merino35752
Merino39221 Merino38373 Merino36246
Merino39222 Merino38373 Merino36246
Merino39223 Merino38487 Merino36434
Merino39224 0 Merino36434
Merino39225 Merino38449 Merino36040
Merino39226 Merino38449 Merino36040
Merino39227 Merino38449 Merino36572
Merino39228 Merino38449 Merino36572
Merino39229 Merino38569 Merino35998
Merino39230 Merino38569 Merino35998
Merino39231 Merino38575 Merino36354
Merino39232 0 Merino36354
Merino39233 Merino38297 Merino36142
Merino39234 Merino38297 Merino36142
Merino39235 Merino38461 Merino35716
Merino39236 Merino38461 Merino35716
Merino39237 Merino38575 Merino36368
Merino39238 Merino38575 Merino36368
Merino39239 Merino38503 Merino36094
Merino39240 Merino38503 Merino36094
Merino39241 Merino38393 Merino35842
Merino39242 Merino38393 Merino35842
Merino39243 Merino38293 Merino36138
Merino39244 0 Merino36138
Merino39245 Merino38461 Merino35552
Merino39246 0 Merino35552
Merino39247 Merino38503 Merino36384
Merino39248 0 Merino36384
Merino39249 Merino38297 Merino36236
Merino39250 Merino38297 Merino36236
Merino39251 Merino38569 Merino36284
Merino39252 Merino38569 Merino36284
Merino39253 Merino38503 Merino36454
Merino39254 Merino38503 Merino36454
Merino39255 Merino38449 Merino35398
Merino39256 Merino38449 Merino35398
Merino39257 Merino38503 Merino36348
Merino39258 Merino38503 Merino36348
Merino39259 0 Merino36512
Merino39260 Merino38503 Merino36512
Merino39261 Merino38453 Merino36122
Merino39262 Merino38453 Merino36122
Merino39263 Merino38467 Merino35830
Merino39264 Merino38467 Merino35830
Merino39265 Merino38521 Merino36582
Merino39266 Merino38521 Merino36582
Merino39267 Merino38503 Merino36500
Merino39268 Merino38503 Merino36500
Merino39269 Merino38569 Merino36190
Merino39270 0 Merino36190
Merino39271 Merino38569 Merino35992
Merino39272 Merino38569 Merino35992
Merino39273 Merino38503 Merino35502
Merino39274 Merino38503 Merino35502
Merino39275 Merino38453 Merino35628
Merino39276 Merino38453 Merino35628
Merino39277 Merino38575 Merino36360
Merino39278 Merino38575 Merino36360
Merino39279 Merino38297 Merino36148
Merino39280 0 Merino36148
Merino39281 Merino38503 Merino35824
Merino39282 Merino38503 Merino35824
Merino39283 Merino38521 Merino36204
Merino39284 Merino38521 Merino36204
Merino39285 Merino38373 Merino35868
Merino39286 Merino38373 Merino35868
Merino39287 0 Merino35758
Merino39288 Merino38453 Merino35758
Merino39289 Merino38373 Merino35622
Merino39290 Merino38373 Merino35622
Merino39291 0 Merino36196
Merino39292 Merino38461 Merino36196
Merino39293 Merino38393 Merino36312
Merino39294 Merino38393 Merino36312
Merino39295 Merino38521 Merino36344
Merino39296 Merino38521 0
Merino39297 0 Merino36262
Merino39298 Merino38461 Merino36262
Merino39299 0 Merino35400
Merino39300 Merino38449 Merino35400
Merino39301 Merino38521 Merino35782
Merino39302 Merino38521 Merino35782
Merino39303 Merino38351 Merino36166
Merino39304 Merino38351 Merino36166
Merino39305 0 Merino35526
Merino39306 Merino38197 Merino35526
Merino39307 Merino38393 Merino36280
Merino39308 Merino38393 Merino36280
Merino39309 Merino38487 Merino35636
Merino39310 Merino38487 Merino35636
Merino39311 Merino35793 Merino35864
Merino39312 Merino35793 0
Merino39313 0 Merino36388
Merino39314 Merino35957 Merino36388
Merino39315 Merino35907 Merino35744
Merino39316 Merino35907 0
Merino39317 Merino35567 Merino35694
Merino39318 Merino35567 Merino35694
Merino39319 Merino35903 Merino36362
Merino39320 Merino35903 Merino36362
Merino39321 Merino35715 Merino35540
Merino39322 Merino35715 Merino35540
Merino39323 Merino35591 Merino36132
Merino39324 Merino35591 Merino36132
Merino39325 Merino35627 Merino35522
Merino39326 Merino35627 Merino35522
Merino39327 Merino36479 Merino36346
Merino39328 Merino36479 Merino36346
Merino39329 Merino35891 Merino36400
Merino39330 0 Merino36400
Merino39331 Merino35591 Merino35394
Merino39332 0 Merino35394
Merino39333 Merino35907 Merino35596
Merino39334 0 Merino35596
Merino39335 Merino35977 Merino35490
Merino39336 Merino35977 Merino35490
Merino39337 Merino35793 Merino35416
Merino39338 0 Merino35416
Merino39339 Merino35675 Merino36042
Merino39340 0 Merino36042
Merino39341 Merino36001 0
Merino39342 Merino36001 Merino36084
Merino39343 Merino35891 Merino36452
Merino39344 Merino35891 Merino36452
Merino39345 Merino35675 Merino35944
Merino39346 Merino35675 Merino35944
Merino39347 Merino35977 Merino35550
Merino39348 Merino35977 Merino35550
Merino39349 Merino35851 Merino36546
Merino39350 Merino35851 Merino36546
Merino39351 Merino36339 Merino36304
Merino39352 Merino36339 Merino36304
Merino39353 Merino36027 Merino35480
Merino39354 Merino36027 0
Merino39355 Merino36059 Merino36210
Merino39356 0 Merino36210
Merino39357 Merino36111 Merino36208
Merino39358 Merino36111 Merino36208
Merino39359 Merino35947 Merino35520
Merino39360 Merino35947 Merino35520
Merino39361 Merino35837 Merino36014
Merino39362 Merino35837 Merino36014
Merino39363 Merino36059 Merino36238
Merino39364 Merino36059 Merino36238
Merino39365 Merino35957 Merino36052
Merino39366 Merino35957 Merino36052
Merino39367 Merino35567 Merino36074
Merino39368 Merino35567 Merino36074
Merino39369 Merino35891 Merino36032
Merino39370 Merino35891 Merino36032
Merino39371 Merino35837 Merino36358
Merino39372 Merino35837 Merino36358
Merino39373 0 0
Merino39374 0 Merino35668
Merino39375 Merino35731 Merino36154
Merino39376 Merino35731 Merino36154
Merino39377 Merino36111 Merino36030
Merino39378 Merino36111 Merino36030
Merino39379 Merino35481 Merino36322
Merino39380 Merino35481 Merino36322
Merino39381 Merino35627 Merino35866
Merino39382 0 Merino35866
Merino39383 0 Merino36364
